Member_number,itemDescription,itemCost
4363,coffee,6.13
1941,rolls_buns,8.11
3932,bottled beer,3.37
3787,pasta,2.29
2196,sliced cheese,5.66
1587,skin care,5.61
4066,chewing gum,3.71
2733,bottled water,4.69
4656,cat food,6.92
3107,waffles,5.47
1171,cream,8.75
3321,salty snack,8.88
3908,pastry,6.14
2916,bottled beer,3.37
2334,rolls_buns,8.11
1736,chocolate,5.37
2663,bottled water,4.69
2689,curd,2.47
1174,cling film/bags,9.35
3194,soda,8.04
1661,frozen fruits,8.38
4956,pot plants,9.18
3668,fruit juice,8.22
3816,packaged fruit/vegetables,3.09
3077,curd,2.47
2542,bottled water,4.69
1245,cheese,8.2
3571,curd,2.47
1427,canned fish,6.53
3050,waffles,5.47
2550,whole milk,8.15
3524,dessert,3.75
4626,pastry,6.14
2178,vegetables,3.27
1526,shopping bags,6.96
3075,hard cheese,3.42
1381,soda,8.04
2361,cream,8.75
3507,UHT-milk,7.26
1225,curd,2.47
4745,bottled water,4.69
4623,frozen vegetables,2.17
2727,bottled beer,3.37
4147,napkins,5.92
4223,frozen meals,8.75
2604,butter milk,2.61
2591,vegetables,3.27
3662,bottled water,4.69
3719,rolls_buns,8.11
2535,rolls_buns,8.11
2323,napkins,5.92
2003,baking powder,6.43
4646,prepared dishes,3.73
3277,vegetables,3.27
1910,vegetables,3.27
2521,pastry,6.14
4510,rolls_buns,8.11
4451,fruit juice,8.22
3539,tropical fruit,7.28
3206,eggs,7.61
1748,vegetables,3.27
4554,napkins,5.92
4449,brown bread,8.2
1932,cat food,6.92
4228,brown bread,8.2
1190,specialty chocolate,3.61
1814,vegetables,3.27
1815,butter,7.84
4637,rolls_buns,8.11
4712,cream,8.75
4539,brown bread,8.2
2388,shopping bags,6.96
2131,rolls_buns,8.11
1422,rolls_buns,8.11
1304,vegetables,3.27
2269,bottled water,4.69
4288,frozen potato products,7.64
1061,dessert,3.75
4093,white bread,2.43
4937,hard cheese,3.42
1384,cling film/bags,9.35
3442,brandy,8.37
1446,rolls_buns,8.11
3901,whole milk,8.15
1002,vegetables,3.27
4437,specialty chocolate,3.61
3905,soda,8.04
2956,cheese ,3.89
3090,chewing gum,3.71
3305,shopping bags,6.96
2893,pickled vegetables,7.36
3916,onions,4.27
1770,whole milk,8.15
1303,pastry,6.14
2846,shopping bags,6.96
4143,vegetables,3.27
3166,vegetables,3.27
2679,soda,8.04
3229,coffee,6.13
4720,bottled water,4.69
3227,yogurt,9.51
2463,soda,8.04
4079,curd,2.47
4234,whole milk,8.15
4487,curd,2.47
2925,salt,9.84
2638,misc. beverages,7.18
3543,processed cheese,9.25
2763,cream,8.75
1331,fruit juice,8.22
4338,pip fruit,3.52
3268,cling film/bags,9.35
3985,cake bar,2.62
4659,vegetables,3.27
1838,salty snack,8.88
1652,curd,2.47
3737,shopping bags,6.96
1886,chocolate marshmallow,9.5
4784,cheese,8.2
4546,pickled vegetables,7.36
1471,butter,7.84
4084,margarine,2.4
2040,hard cheese,3.42
1797,chocolate marshmallow,9.5
3076,soda,8.04
4975,curd,2.47
3526,yogurt,9.51
4571,dessert,3.75
3476,pastry,6.14
4398,canned beer,9.06
3115,frozen fish,2.22
2707,detergent,9.56
1774,syrup,4.92
2012,butter milk,2.61
4981,specialty chocolate,3.61
4427,salt,9.84
3499,sugar,2.61
3020,pot plants,9.18
2854,pip fruit,3.52
3624,hard cheese,3.42
3909,yogurt,9.51
3517,chocolate marshmallow,9.5
3499,curd,2.47
4182,sliced cheese,5.66
2379,brown bread,8.2
2074,candy,6.53
2790,berries,4.72
4190,shopping bags,6.96
4938,dessert,3.75
4984,soups,6.45
4589,whole milk,8.15
4932,vegetables,3.27
2751,female sanitary products,6.72
4663,eggs,7.61
1460,yogurt,9.51
4986,dessert,3.75
1310,salty snack,8.88
2161,shopping bags,6.96
1526,vegetables,3.27
1026,chocolate,5.37
1041,dessert,3.75
3065,yogurt,9.51
3846,whole milk,8.15
3672,vegetables,3.27
3971,whole milk,8.15
1733,butter,7.84
4289,onions,4.27
3200,berries,4.72
1109,whole milk,8.15
3224,soda,8.04
2851,onions,4.27
4085,sliced cheese,5.66
1654,frozen dessert,2.79
3907,vegetables,3.27
4338,rice,4.38
4670,whole milk,8.15
3905,bottled beer,3.37
4443,whole milk,8.15
4667,fruit juice,8.22
4504,soda,8.04
1328,bottled beer,3.37
1442,margarine,2.4
4269,cream,8.75
4722,yogurt,9.51
3151,eggs,7.61
4371,eggs,7.61
2068,rolls_buns,8.11
4353,vegetables,3.27
3851,vegetables,3.27
4743,vegetables,3.27
4083,chocolate,8.36
1125,margarine,2.4
2293,shopping bags,6.96
3365,butter milk,2.61
2341,soda,8.04
3115,sugar,2.61
4044,vegetables,3.27
1609,butter,7.84
1413,canned beer,9.06
1469,salty snack,8.88
3546,bottled beer,3.37
1752,butter,7.84
2836,butter,7.84
1244,cheese,8.2
4183,salty snack,8.88
1492,cream,8.75
2255,pastry,6.14
4525,bottled beer,3.37
2726,butter milk,2.61
1686,canned beer,9.06
3808,vegetables,3.27
3905,vegetables,3.27
4523,eggs,7.61
1770,waffles,5.47
1609,fruit juice,8.22
3678,newspapers,8.56
4341,vegetables,3.27
2758,soda,8.04
2867,salty snack,8.88
3329,yogurt,9.51
2966,chocolate,5.37
4345,shopping bags,6.96
2960,fruit juice,8.22
1247,candy,6.53
2770,pip fruit,3.52
2914,chocolate,5.37
3802,chewing gum,3.71
2519,eggs,7.61
3933,shopping bags,6.96
4291,bottled water,4.69
3998,frozen vegetables,2.17
2395,margarine,2.4
1602,cream,8.75
1659,frozen vegetables,2.17
3904,newspapers,8.56
1493,UHT-milk,7.26
1840,brown bread,8.2
4178,eggs,7.61
2165,oil,5.64
4618,vegetables,3.27
2093,waffles,5.47
2215,whole milk,8.15
4779,pip fruit,3.52
1939,cream,8.75
4852,citrus fruit,9.12
1173,margarine,2.4
4232,processed cheese,9.25
1870,baking powder,6.43
2683,candles,6.16
2837,bottled water,4.69
4364,baking powder,6.43
1842,butter milk,2.61
2036,onions,4.27
1235,bottled beer,3.37
1935,margarine,2.4
3480,bottled water,4.69
2881,margarine,2.4
1237,sugar,2.61
1755,soda,8.04
4830,dish cleaner,5.33
2162,dog food,7.6
1453,margarine,2.4
2139,soda,8.04
3987,yogurt,9.51
3027,berries,4.72
1241,specialty cheese,5.7
1018,eggs,7.61
1390,frozen meals,8.75
1646,sparkling wine,5.88
1053,whole milk,8.15
1566,curd,2.47
4390,beverages,6.77
4779,sauces,6.53
4294,ice cream,8.03
2939,grapes,9.57
1465,yogurt,9.51
1934,vegetables,3.27
2946,cream,8.75
3643,pastry,6.14
3722,whole milk,8.15
4515,tropical fruit,7.28
4572,roll products ,9.98
4398,salty snack,8.88
3369,rolls_buns,8.11
1738,rolls_buns,8.11
1283,bottled water,4.69
1116,soda,8.04
4136,frozen dessert,2.79
1066,vegetables,3.27
2234,pastry,6.14
1509,yogurt,9.51
4985,dessert,3.75
4989,butter,7.84
3482,eggs,7.61
3220,salty snack,8.88
1594,yogurt,9.51
4739,soda,8.04
2107,newspapers,8.56
2543,soda,8.04
3652,frozen vegetables,2.17
2164,ice cream,8.03
4420,frozen potato products,7.64
1333,bottled water,4.69
1055,white wine,7.06
2792,bottled beer,3.37
2139,margarine,2.4
4174,rolls_buns,8.11
1073,salt,9.84
3115,shopping bags,6.96
4243,sugar,2.61
2515,bottled beer,3.37
4214,eggs,7.61
4093,herbs,6.13
1317,rolls_buns,8.11
4061,canned beer,9.06
1087,berries,4.72
4709,vegetables,3.27
3670,chocolate,8.36
3713,vegetables,3.27
4897,vegetables,3.27
1361,pastry,6.14
4939,brown bread,8.2
4150,cheese ,3.89
4368,whole milk,8.15
4933,eggs,7.61
1160,whole milk,8.15
2330,sugar,2.61
3945,rolls_buns,8.11
1237,hard cheese,3.42
4302,misc. beverages,7.18
4020,frozen potato products,7.64
1084,vegetables,3.27
1047,soda,8.04
1574,newspapers,8.56
4074,yogurt,9.51
1955,cereals,5.37
1622,salty snack,8.88
1267,whole milk,8.15
3253,cream,8.75
2332,cheese,8.2
3181,bottled beer,3.37
4374,cream,8.75
4194,fruit juice,8.22
4098,soda,8.04
3808,vegetables,3.27
3014,vegetables,3.27
1094,brown bread,8.2
4349,hamburger meat,8.96
1557,chocolate,8.36
4213,seasonal products,7.2
2559,rolls_buns,8.11
1312,butter,7.84
3426,yogurt,9.51
1648,whole milk,8.15
2617,rolls_buns,8.11
4297,cat food,6.92
2406,yogurt,9.51
3030,packaged fruit/vegetables,3.09
2662,pickled vegetables,7.36
3835,seasonal products,7.2
4633,specialty chocolate,3.61
3970,processed cheese,9.25
1723,sweet spreads,7.51
2893,white wine,7.06
4223,newspapers,8.56
2221,yogurt,9.51
1257,cheese ,3.89
3825,shopping bags,6.96
2613,yogurt,9.51
3498,vegetables,3.27
4258,frozen meals,8.75
3081,soda,8.04
3965,eggs,7.61
4850,pastry,6.14
3437,canned vegetables,6.22
1573,butter,7.84
1169,margarine,2.4
4987,onions,4.27
3011,salty snack,8.88
2522,soda,8.04
4801,prepared dishes,3.73
1509,eggs,7.61
1889,soups,6.45
2450,citrus fruit,9.12
1807,popcorn,9.41
4720,oil,5.64
1310,salty snack,8.88
1339,margarine,2.4
1256,eggs,7.61
4601,specialty chocolate,3.61
1800,white wine,7.06
4679,potato products,4.07
1650,misc. beverages,7.18
2360,canned beer,9.06
2874,vegetables,3.27
3556,shopping bags,6.96
3255,ice cream,8.03
2521,yogurt,9.51
3220,misc. beverages,7.18
1381,salty snack,8.88
4050,flower (seeds),2.75
1872,yogurt,9.51
4127,eggs,7.61
2833,vegetables,3.27
2357,cheese ,3.89
2654,cat food,6.92
4852,fruit juice,8.22
2222,newspapers,8.56
2340,yogurt,9.51
1987,eggs,7.61
3570,bottled water,4.69
1320,canned fruit,6.1
2209,tidbits,3.33
2500,waffles,5.47
3315,coffee,6.13
2548,dental care,2.22
4473,sparkling wine,5.88
2271,bottled water,4.69
4336,snack products,3.55
2763,canned fish,6.53
2780,vegetables,3.27
2632,fruit juice,8.22
2568,frozen vegetables,2.17
1729,waffles,5.47
3878,pastry,6.14
1225,vegetables,3.27
1924,packaged fruit/vegetables,3.09
4335,napkins,5.92
3182,curd,2.47
4303,shopping bags,6.96
3042,bottled beer,3.37
4493,vegetables,3.27
4194,hygiene articles,3.76
3031,soda,8.04
3891,hard cheese,3.42
1062,chocolate,5.37
2469,whole milk,8.15
3719,misc. beverages,7.18
3322,bottled beer,3.37
1336,napkins,5.92
1067,chocolate,8.36
1998,chewing gum,3.71
1076,coffee,6.13
1992,white bread,2.43
1261,flour,5.8
4409,ice cream,8.03
3031,bottled beer,3.37
2129,fruit juice,8.22
1684,oil,5.64
4240,brown bread,8.2
2750,onions,4.27
1379,butter milk,2.61
4243,specialty cheese,5.7
2469,pasta,2.29
2346,coffee,6.13
2366,UHT-milk,7.26
2374,whole milk,8.15
1721,margarine,2.4
2877,vegetables,3.27
3848,whole milk,8.15
4344,soda,8.04
3475,misc. beverages,7.18
3650,white bread,2.43
2318,cream,8.75
1776,yogurt,9.51
3120,pastry,6.14
1194,pastry,6.14
2089,brown bread,8.2
2095,rolls_buns,8.11
1736,whole milk,8.15
3718,processed cheese,9.25
4950,margarine,2.4
2481,rice,4.38
1296,beverages,6.77
2824,chewing gum,3.71
4852,pasta,2.29
1648,rolls_buns,8.11
3307,chocolate,8.36
4259,shopping bags,6.96
2587,UHT-milk,7.26
4303,cheese ,3.89
1325,mustard,2.21
3351,vegetables,3.27
1623,roll products ,9.98
3119,liquor,7.05
1211,specialty bar,6.93
4146,rolls_buns,8.11
1753,butter milk,2.61
4664,waffles,5.47
3827,curd,2.47
1098,cat food,6.92
4338,flour,5.8
3712,yogurt,9.51
1505,potato products,4.07
4478,eggs,7.61
4150,dessert,3.75
1118,pastry,6.14
2537,candy,6.53
1996,flower (seeds),2.75
4267,yogurt,9.51
4424,hygiene articles,3.76
1948,frozen vegetables,2.17
3495,oil,5.64
2327,margarine,2.4
3356,butter,7.84
3926,sliced cheese,5.66
4105,condensed milk,2.04
1884,UHT-milk,7.26
4799,pasta,2.29
4915,eggs,7.61
2643,fruit juice,8.22
3927,pastry,6.14
2410,cheese,8.2
1855,cream,8.75
1245,shopping bags,6.96
3138,salty snack,8.88
1178,salt,9.84
1870,sliced cheese,5.66
4660,pastry,6.14
3241,rolls_buns,8.11
4661,rolls_buns,8.11
2407,coffee,6.13
2440,waffles,5.47
4634,soda,8.04
4112,canned beer,9.06
2428,rolls_buns,8.11
3604,whole milk,8.15
3671,onions,4.27
2880,margarine,2.4
3946,napkins,5.92
4495,butter milk,2.61
3355,newspapers,8.56
3959,prepared dishes,3.73
1583,brown bread,8.2
3998,rolls_buns,8.11
4509,sliced cheese,5.66
1008,dessert,3.75
4894,chocolate,8.36
4252,frozen dessert,2.79
3428,frozen meals,8.75
1988,bottled water,4.69
4662,butter milk,2.61
3165,rolls_buns,8.11
1920,flour,5.8
4157,whole milk,8.15
1945,vegetables,3.27
4104,sugar,2.61
2865,frozen meals,8.75
4788,soda,8.04
1903,ketchup,9.81
3578,citrus fruit,9.12
2238,yogurt,9.51
3671,shopping bags,6.96
3088,yogurt,9.51
1832,flour,5.8
4785,shopping bags,6.96
1322,hygiene articles,3.76
4439,artif. sweetener,2.6
1698,shopping bags,6.96
3558,brown bread,8.2
3026,bottled water,4.69
1127,UHT-milk,7.26
4153,brown bread,8.2
4258,hygiene articles,3.76
2582,cat food,6.92
1466,seasonal products,7.2
4185,rolls_buns,8.11
1889,candles,6.16
3396,sparkling wine,5.88
3412,oil,5.64
3321,white wine,7.06
3484,brandy,8.37
1937,cream,8.75
2101,canned beer,9.06
4006,vegetables,3.27
3732,pastry,6.14
1276,bottled beer,3.37
4916,detergent,9.56
2040,candy,6.53
2255,oil,5.64
1239,bottled water,4.69
4992,sparkling wine,5.88
3225,soda,8.04
2421,chocolate,5.37
3303,whole milk,8.15
3455,margarine,2.4
1484,cheese,8.2
3591,dental care,2.22
4613,shopping bags,6.96
1676,prepared dishes,3.73
1259,napkins,5.92
3930,cheese,8.2
3995,brown bread,8.2
1038,cake bar,2.62
4794,vegetables,3.27
3960,specialty bar,6.93
3077,shopping bags,6.96
1161,cheese,3.76
1800,hygiene articles,3.76
1717,margarine,2.4
1888,butter milk,2.61
2138,shopping bags,6.96
1866,baking powder,6.43
4745,shopping bags,6.96
1269,butter milk,2.61
4721,spices,7.44
2885,sliced cheese,5.66
1435,rolls_buns,8.11
1887,cream,8.75
4776,candy,6.53
4313,bottled beer,3.37
3545,whole milk,8.15
2307,shopping bags,6.96
1215,sliced cheese,5.66
1428,yogurt,9.51
4297,specialty bar,6.93
1812,margarine,2.4
2217,eggs,7.61
2378,soda,8.04
2397,cream,8.75
3419,cheese ,3.89
4131,rolls_buns,8.11
2220,yogurt,9.51
3870,frozen fish,2.22
1483,rolls_buns,8.11
3449,brown bread,8.2
1959,pot plants,9.18
4825,bottled water,4.69
3289,cream,8.75
1256,oil,5.64
3369,abrasive cleaner,2.52
2191,yogurt,9.51
4645,yogurt,9.51
3818,cat food,6.92
3857,canned beer,9.06
3651,cheese ,3.89
3689,soda,8.04
2361,soda,8.04
2513,zwieback,2.81
2110,soda,8.04
4895,salty snack,8.88
2756,processed cheese,9.25
1960,pastry,6.14
3924,curd,2.47
3020,specialty fat,6.66
4531,pastry,6.14
4901,pasta,2.29
3787,salty snack,8.88
3688,soap,3.15
4717,shopping bags,6.96
2210,sweet spreads,7.51
4152,bottled beer,3.37
4507,softener,7.5
1118,curd,2.47
4953,salty snack,8.88
4417,sparkling wine,5.88
2358,prepared dishes,3.73
3122,bottled water,4.69
3920,napkins,5.92
4592,oil,5.64
1326,canned beer,9.06
3729,instant coffee,7.61
2627,frozen vegetables,2.17
3393,newspapers,8.56
4302,salty snack,8.88
1734,frozen vegetables,2.17
3635,frozen dessert,2.79
3232,frozen vegetables,2.17
2805,pastry,6.14
2214,butter milk,2.61
4725,rolls_buns,8.11
4975,soda,8.04
3393,candy,6.53
4456,bottled water,4.69
4744,candy,6.53
1264,mayonnaise,3.73
3104,fruit juice,8.22
4966,fruit juice,8.22
4183,shopping bags,6.96
3786,baking powder,6.43
3299,hard cheese,3.42
1656,bottled water,4.69
4753,bottled beer,3.37
2857,soda,8.04
3692,yogurt,9.51
2613,newspapers,8.56
3509,oil,5.64
3048,white wine,7.06
1160,bottled beer,3.37
2629,hard cheese,3.42
1444,whole milk,8.15
2578,yogurt,9.51
4184,white bread,2.43
3201,soap,3.15
3311,rolls_buns,8.11
4294,bottled water,4.69
2283,margarine,2.4
3325,vegetables,3.27
3621,butter,7.84
1968,newspapers,8.56
3717,frozen vegetables,2.17
4704,coffee,6.13
3904,curd,2.47
2336,rolls_buns,8.11
3546,Instant food products,6.05
3797,processed cheese,9.25
4607,pastry,6.14
4522,pickled vegetables,7.36
4695,canned fish,6.53
4919,salty snack,8.88
3289,misc. beverages,7.18
1200,canned fish,6.53
3789,shopping bags,6.96
1289,canned beer,9.06
2415,soda,8.04
1943,potato products,4.07
3685,female sanitary products,6.72
3447,soda,8.04
2164,coffee,6.13
4107,mustard,2.21
2744,sugar,2.61
1051,prepared dishes,3.73
2087,pastry,6.14
1020,frozen fish,2.22
2443,napkins,5.92
4911,cleaner,2.63
3835,chocolate,5.37
2363,white wine,7.06
2344,oil,5.64
3911,soda,8.04
1450,instant coffee,7.61
3495,oil,5.64
1625,napkins,5.92
3265,eggs,7.61
3247,prepared dishes,3.73
1777,brown bread,8.2
1862,seasonal products,7.2
2942,flower (seeds),2.75
2932,newspapers,8.56
4049,whole milk,8.15
1954,bottled beer,3.37
2321,vegetables,3.27
2930,fruit juice,8.22
3214,baking powder,6.43
4877,frozen vegetables,2.17
1277,pot plants,9.18
2239,whole milk,8.15
4929,margarine,2.4
1390,house keeping products,2.81
1870,brown bread,8.2
3405,margarine,2.4
2338,whole milk,8.15
2051,cream,8.75
3504,soda,8.04
3405,fruit juice,8.22
2512,coffee,6.13
4038,yogurt,9.51
1759,oil,5.64
2813,female sanitary products,6.72
3055,cheese,8.2
1733,oil,5.64
1913,cream,8.75
4864,pot plants,9.18
4812,margarine,2.4
3042,whole milk,8.15
4988,specialty chocolate,3.61
4486,rolls_buns,8.11
4069,pot plants,9.18
4600,cream,8.75
3588,hard cheese,3.42
4175,napkins,5.92
2599,yogurt,9.51
4671,sugar,2.61
2270,yogurt,9.51
2494,semi-finished bread,3.51
1406,waffles,5.47
3910,packaged fruit/vegetables,3.09
3358,fruit juice,8.22
1943,UHT-milk,7.26
1995,vegetables,3.27
4666,whole milk,8.15
1994,whole milk,8.15
4892,curd,2.47
3531,prepared dishes,3.73
1148,dog food,7.6
1787,packaged fruit/vegetables,3.09
4215,oil,5.64
2158,fruit juice,8.22
2510,bottled water,4.69
3180,bathroom cleaner,2.36
3207,napkins,5.92
1226,vinegar,6.91
1682,soda,8.04
1509,hard cheese,3.42
2364,coffee,6.13
4679,bottled water,4.69
4324,white wine,7.06
3497,cling film/bags,9.35
1008,eggs,7.61
4572,bottled beer,3.37
4030,cake bar,2.62
2422,bottled water,4.69
2694,frozen fish,2.22
3481,rolls_buns,8.11
3821,newspapers,8.56
3752,flour,5.8
3262,soups,6.45
1370,rolls_buns,8.11
1090,napkins,5.92
3862,butter,7.84
4495,white bread,2.43
2492,newspapers,8.56
4688,white bread,2.43
3633,brown bread,8.2
3709,specialty cheese,5.7
1220,rolls_buns,8.11
4236,frozen vegetables,2.17
3308,yogurt,9.51
1183,vegetables,3.27
1999,coffee,6.13
4828,shopping bags,6.96
3608,waffles,5.47
3983,chocolate,5.37
3460,cheese ,3.89
1703,cream,8.75
3002,seasonal products,7.2
4836,whole milk,8.15
1561,flour,5.8
4731,yogurt,9.51
3812,eggs,7.61
2097,shopping bags,6.96
4986,vegetables,3.27
4742,ready soups,5.13
2502,curd,2.47
1135,butter,7.84
2403,margarine,2.4
4234,baking powder,6.43
4068,specialty bar,6.93
2311,fruit juice,8.22
1353,specialty bar,6.93
3251,frozen meals,8.75
1748,whole milk,8.15
1638,bottled beer,3.37
2170,fruit juice,8.22
3903,margarine,2.4
1245,processed cheese,9.25
3237,vegetables,3.27
4908,UHT-milk,7.26
1780,newspapers,8.56
1438,cream,8.75
1265,eggs,7.61
3669,processed cheese,9.25
2412,bottled beer,3.37
1818,rolls_buns,8.11
2601,baking powder,6.43
1905,candy,6.53
1407,pastry,6.14
3754,margarine,2.4
2743,yogurt,9.51
2211,processed cheese,9.25
4138,waffles,5.47
4141,brown bread,8.2
4826,rolls_buns,8.11
2685,butter,7.84
3793,flower (seeds),2.75
4687,frozen vegetables,2.17
2277,canned beer,9.06
4518,butter,7.84
1997,pastry,6.14
4114,house keeping products,2.81
1097,bottled water,4.69
2568,vegetables,3.27
1997,bottled beer,3.37
4987,eggs,7.61
2404,cocoa drinks,8.27
1619,flower (seeds),2.75
3640,coffee,6.13
4537,sliced cheese,5.66
3519,vegetables,3.27
3587,canned beer,9.06
1232,bottled water,4.69
2597,bottled beer,3.37
1878,candy,6.53
2860,light bulbs,5.36
4006,kitchen towels,4.42
4536,sliced cheese,5.66
4180,semi-finished bread,3.51
1384,bottled beer,3.37
3322,whole milk,8.15
2543,brown bread,8.2
3763,frozen vegetables,2.17
4459,white bread,2.43
2736,soda,8.04
1549,coffee,6.13
2047,bottled water,4.69
3754,roll products ,9.98
2667,shopping bags,6.96
1829,male cosmetics,6.11
1376,cheese ,3.89
2953,rolls_buns,8.11
3465,pickled vegetables,7.36
3120,cream,8.75
1301,frozen vegetables,2.17
1865,yogurt,9.51
2772,pastry,6.14
1875,oil,5.64
3358,rolls_buns,8.11
3255,newspapers,8.56
3877,chocolate,8.36
1480,tidbits,3.33
2850,beef,7.07
1699,rolls_buns,8.11
3258,bottled water,4.69
4717,whole milk,8.15
3307,baking powder,6.43
2332,rolls_buns,8.11
2431,cereals,5.37
2312,vegetables,3.27
2232,whisky,7.59
3998,cream,8.75
3054,yogurt,9.51
4550,vegetables,3.27
1075,prepared dishes,3.73
3898,soda,8.04
3374,brandy,8.37
4262,newspapers,8.56
1151,pastry,6.14
3669,margarine,2.4
4222,cream,8.75
1914,vegetables,3.27
1306,rolls_buns,8.11
4229,pastry,6.14
2145,chewing gum,3.71
1977,canned beer,9.06
4552,yogurt,9.51
4013,bottled beer,3.37
4566,napkins,5.92
3111,waffles,5.47
3699,butter,7.84
2895,whole milk,8.15
3868,pastry,6.14
3215,specialty cheese,5.7
2461,whole milk,8.15
1452,rice,4.38
4618,butter,7.84
4721,margarine,2.4
2712,whole milk,8.15
1458,specialty bar,6.93
3746,cream,8.75
3596,canned beer,9.06
4120,softener,7.5
3215,sliced cheese,5.66
1674,kitchen towels,4.42
3310,eggs,7.61
4783,vegetables,3.27
3741,candles,6.16
2466,bottled water,4.69
1653,butter milk,2.61
2070,bottled water,4.69
1749,cheese,8.2
2625,newspapers,8.56
3002,light bulbs,5.36
1064,vegetables,3.27
2127,ice cream,8.03
4392,vegetables,3.27
1649,yogurt,9.51
4375,canned beer,9.06
1699,sweet spreads,7.51
2682,cheese ,3.89
2022,cheese,8.2
2669,pastry,6.14
3025,white bread,2.43
3019,rolls_buns,8.11
4801,beverages,6.77
3679,eggs,7.61
3380,misc. beverages,7.18
3354,waffles,5.47
1756,soda,8.04
3172,dish cleaner,5.33
3341,shopping bags,6.96
1113,baking powder,6.43
3339,butter milk,2.61
3015,coffee,6.13
3144,rolls_buns,8.11
4106,condensed milk,2.04
1798,curd,2.47
1493,hygiene articles,3.76
4454,oil,5.64
2935,newspapers,8.56
3328,soda,8.04
3915,brown bread,8.2
1968,rolls_buns,8.11
4355,chocolate,5.37
1580,eggs,7.61
3703,yogurt,9.51
1497,coffee,6.13
1340,rolls_buns,8.11
1102,detergent,9.56
4223,onions,4.27
4190,newspapers,8.56
4695,newspapers,8.56
1421,newspapers,8.56
3293,misc. beverages,7.18
3543,pastry,6.14
1153,mustard,2.21
4097,vinegar,6.91
1073,prepared dishes,3.73
3390,frozen meals,8.75
1768,chocolate,5.37
1186,canned fruit,6.1
4138,detergent,9.56
2816,salty snack,8.88
2568,flour,5.8
4512,red/blush wine,8.77
1628,bottled water,4.69
3911,margarine,2.4
3736,candy,6.53
4644,brown bread,8.2
1583,fruit juice,8.22
3338,whole milk,8.15
2427,cream,8.75
1302,rolls_buns,8.11
4499,brandy,8.37
1785,soda,8.04
3961,processed cheese,9.25
2326,UHT-milk,7.26
1319,pastry,6.14
2370,shopping bags,6.96
3332,oil,5.64
2473,chewing gum,3.71
2810,cream,8.75
1033,rolls_buns,8.11
4222,flour,5.8
3679,newspapers,8.56
2212,newspapers,8.56
1507,sugar,2.61
2870,specialty bar,6.93
